,Characters,Answer
ㄙㄨㄟㄅㄟ,隨輩,False
ㄙㄨㄟㄅㄧ,隨筆/歲幣,False
ㄙㄨㄟㄅㄨ,碎步,False
ㄙㄨㄟㄇㄛ,歲末,False
ㄙㄨㄟㄇㄧ,碎密/邃密,False
ㄙㄨㄟㄇㄨ,歲暮/燧木,False
ㄙㄨㄟㄈㄣ,隨分,False
ㄙㄨㄟㄈㄥ,隨封/隧蜂,False
ㄙㄨㄟㄈㄨ,綏服/綏撫,False
ㄙㄨㄟㄉㄞ,隨帶/隨逮,False
ㄙㄨㄟㄉㄠ,隧道,False
ㄙㄨㄟㄉㄧ,隨地,False
ㄙㄨㄟㄊㄧ,隋隄,False
ㄙㄨㄟㄌㄟ,隨類,False
ㄙㄨㄟㄌㄢ,歲闌,False
ㄙㄨㄟㄍㄨ,雖故/邃古,False
ㄙㄨㄟㄎㄠ,歲考,False
ㄙㄨㄟㄎㄡ,隨口,False
ㄙㄨㄟㄏㄜ,隨和/隨和,False
ㄙㄨㄟㄏㄡ,隨後,False
ㄙㄨㄟㄏㄢ,歲寒,False
ㄙㄨㄟㄏㄨ,邃戶,False
ㄙㄨㄟㄐㄧ,隨機/隨即,False
ㄙㄨㄟㄒㄧ,隨喜,False
ㄙㄨㄟㄒㄩ,睢盱,False
ㄙㄨㄟㄓㄠ,歲朝,False
ㄙㄨㄟㄓㄡ,穗軸,False
ㄙㄨㄟㄓㄤ,繐帳,False
ㄙㄨㄟㄓㄨ,隋珠,False
ㄙㄨㄟㄔㄚ,歲差,False
ㄙㄨㄟㄔㄠ,隋朝,False
ㄙㄨㄟㄔㄣ,隨趁,False
ㄙㄨㄟㄔㄤ,隨常/繐裳,False
ㄙㄨㄟㄔㄨ,隨處/歲出,False
ㄙㄨㄟㄕㄡ,隨手/歲收,True
ㄙㄨㄟㄕㄣ,隨身,False
ㄙㄨㄟㄕㄨ,歲數/隋書,False
ㄙㄨㄟㄖㄢ,雖然,True
ㄙㄨㄟㄖㄨ,歲入,False
ㄙㄨㄟㄗㄜ,雖則,False
ㄙㄨㄟㄗㄤ,隨葬,False
ㄙㄨㄟㄙㄨ,隨俗,False
ㄙㄨㄟㄧㄝ,歲夜,False
ㄙㄨㄟㄧㄢ,歲晏,False
ㄙㄨㄟㄧㄣ,歲陰,False
ㄙㄨㄟㄧㄤ,歲陽/睢陽,False
ㄙㄨㄟㄨㄟ,睢維/繐帷,False
ㄙㄨㄟㄩㄝ,歲月,True
ㄙㄨㄟㄩㄢ,隨緣/隨員,False
ㄙㄨㄢㄅㄞ,酸敗,False
ㄙㄨㄢㄅㄧ,酸鼻,False
ㄙㄨㄢㄆㄢ,算盤/筭盤,False
ㄙㄨㄢㄇㄚ,酸麻/痠麻,False
ㄙㄨㄢㄇㄛ,酸模,False
ㄙㄨㄢㄇㄟ,酸梅,False
ㄙㄨㄢㄈㄚ,算法/算髮,False
ㄙㄨㄢㄈㄨ,酸腐,False
ㄙㄨㄢㄉㄜ,算得,False
ㄙㄨㄢㄊㄞ,蒜薹,False
ㄙㄨㄢㄊㄡ,蒜頭,False
ㄙㄨㄢㄊㄥ,酸藤/酸疼,False
ㄙㄨㄢㄊㄧ,算題,False
ㄙㄨㄢㄋㄞ,酸奶,False
ㄙㄨㄢㄋㄧ,蒜泥/狻猊,False
ㄙㄨㄢㄌㄜ,算了,False
ㄙㄨㄢㄌㄞ,算來,False
ㄙㄨㄢㄌㄢ,酸懶/痠懶,False
ㄙㄨㄢㄌㄧ,算曆,False
ㄙㄨㄢㄍㄢ,酸酐,False
ㄙㄨㄢㄍㄣ,酸根,False
ㄙㄨㄢㄏㄠ,蒜毫,False
ㄙㄨㄢㄏㄢ,酸寒,False
ㄙㄨㄢㄐㄧ,算計/算計,False
ㄙㄨㄢㄑㄧ,算器,False
ㄙㄨㄢㄓㄤ,算帳,False
ㄙㄨㄢㄔㄡ,算籌,False
ㄙㄨㄢㄔㄨ,酸楚,False
ㄙㄨㄢㄕㄤ,算上,False
ㄙㄨㄢㄕㄨ,算數/算術,False
ㄙㄨㄢㄖㄨ,酸乳,False
ㄙㄨㄢㄗㄠ,酸棗,False
ㄙㄨㄢㄘㄞ,酸菜,False
ㄙㄨㄣㄅㄧ,蓀壁,False
ㄙㄨㄣㄆㄧ,筍皮,False
ㄙㄨㄣㄇㄟ,蓀美,False
ㄙㄨㄣㄈㄨ,筍脯,False
ㄙㄨㄣㄉㄜ,損德,False
ㄙㄨㄣㄊㄡ,榫頭,False
ㄙㄨㄣㄋㄩ,孫女,False
ㄙㄨㄣㄌㄤ,孫郎,False
ㄙㄨㄣㄍㄢ,筍乾,False
ㄙㄨㄣㄏㄞ,損害,False
ㄙㄨㄣㄏㄠ,損耗,False
ㄙㄨㄣㄐㄧ,筍雞,False
ㄙㄨㄣㄐㄩ,筍虡/簨虡,False
ㄙㄨㄣㄒㄧ,筍席,False
ㄙㄨㄣㄓㄜ,損折,False
ㄙㄨㄣㄓㄨ,孫竹,False
ㄙㄨㄣㄕㄡ,損壽,False
ㄙㄨㄣㄕㄢ,孫山,False
ㄙㄨㄣㄕㄤ,損傷,False
ㄙㄨㄣㄕㄨ,損書,False
ㄙㄨㄣㄖㄣ,斯文人,False
ㄙㄨㄣㄘㄜ,孫策,False
ㄙㄨㄣㄧㄚ,筍鴨,False
ㄙㄨㄣㄧㄡ,損友,False
ㄙㄨㄣㄧㄢ,筍眼/榫眼,False
ㄙㄨㄣㄨㄣ,孫文,False
ㄙㄨㄤㄌㄩ,死亡率,False
ㄙㄨㄤㄨㄖ,死亡無日,False
ㄙㄨㄥㄅㄛ,松柏,False
ㄙㄨㄥㄅㄠ,送報,False
ㄙㄨㄥㄅㄢ,宋板,False
ㄙㄨㄥㄅㄣ,宋本,False
ㄙㄨㄥㄅㄤ,鬆綁,False
ㄙㄨㄥㄇㄛ,松漠,False
ㄙㄨㄥㄇㄟ,頌美/聳昧,False
ㄙㄨㄥㄇㄠ,松毛,False
ㄙㄨㄥㄇㄨ,松木/送目,False
ㄙㄨㄥㄈㄥ,松風,False
ㄙㄨㄥㄉㄚ,送達,False
ㄙㄨㄥㄉㄨ,誦讀,False
ㄙㄨㄥㄊㄠ,松濤,False
ㄙㄨㄥㄊㄧ,悚惕,False
ㄙㄨㄥㄌㄠ,送老,False
ㄙㄨㄥㄌㄧ,送禮/聳立,False
ㄙㄨㄥㄌㄨ,送路/松露,False
ㄙㄨㄥㄍㄜ,頌歌,False
ㄙㄨㄥㄍㄠ,崧高,False
ㄙㄨㄥㄍㄨ,送故,False
ㄙㄨㄥㄎㄜ,送客/宋克,False
ㄙㄨㄥㄎㄞ,鬆開,False
ㄙㄨㄥㄎㄡ,鬆口,False
ㄙㄨㄥㄎㄥ,宋牼,False
ㄙㄨㄥㄏㄜ,松鶴,False
ㄙㄨㄥㄏㄡ,嵩厚,False
ㄙㄨㄥㄏㄨ,嵩呼,False
ㄙㄨㄥㄐㄧ,松雞/嵩箕,False
ㄙㄨㄥㄐㄩ,聳懼/悚懼,False
ㄙㄨㄥㄑㄧ,送氣/鬆氣,False
ㄙㄨㄥㄒㄧ,誦習/悚息,False
ㄙㄨㄥㄓㄕ,松脂石,False
ㄙㄨㄥㄓㄠ,宋朝,False
ㄙㄨㄥㄓㄣ,松針,False
ㄙㄨㄥㄓㄨ,嵩祝/松竹,False
ㄙㄨㄥㄔㄚ,送茶,False
ㄙㄨㄥㄔㄠ,宋朝,False
ㄙㄨㄥㄕㄠ,嵩少,False
ㄙㄨㄥㄕㄡ,鬆手/嵩壽,False
ㄙㄨㄥㄕㄢ,松山/嵩山,False
ㄙㄨㄥㄕㄣ,竦身/送神,False
ㄙㄨㄥㄕㄥ,頌聲,False
ㄙㄨㄥㄕㄨ,宋書/松樹,False
ㄙㄨㄥㄖㄢ,聳然/悚然,False
ㄙㄨㄥㄖㄣ,送人/松仁,False
ㄙㄨㄥㄖㄤ,松瓤,False
ㄙㄨㄥㄖㄨ,宋儒,False
ㄙㄨㄥㄗㄠ,送灶,False
ㄙㄨㄥㄗㄢ,頌讚,False
ㄙㄨㄥㄗㄤ,送葬,False
ㄙㄨㄥㄘㄞ,菘菜,False
ㄙㄨㄥㄙㄢ,鬆散,False
ㄙㄨㄥㄙㄤ,送喪,False
ㄙㄨㄥㄧㄢ,誦言/訟言,False
ㄙㄨㄥㄧㄤ,頌揚,False
ㄙㄨㄥㄨㄟ,誦味,False
ㄙㄨㄥㄨㄢ,宋琬,False
ㄙㄨㄥㄨㄣ,松紋,False
ㄙㄨㄥㄩㄥ,慫恿/誦詠,False
ㄙㄨㄦㄋㄞ,蘇爾奈,False
ㄙㄨㄧㄧㄡ,死無遺憂,False
ㄙㄨㄨㄟㄞ,蘇維埃,False
ㄚㄅㄛㄌㄜ,阿勃勒,False
ㄚㄇㄚㄉㄚ,阿馬達,False
ㄚㄇㄟㄗㄨ,阿美族,False
ㄚㄇㄧㄅㄚ,阿米巴,False
ㄚㄇㄨㄏㄜ,阿姆河,False
ㄚㄉㄡㄧㄢ,阿兜眼,False
ㄚㄋㄚㄌㄩ,阿那律,False
ㄚㄋㄚㄏㄢ,阿那含,False
ㄚㄌㄢㄖㄜ,阿蘭若,False
ㄚㄌㄧㄌㄤ,阿里郎,False
ㄚㄍㄜㄍㄜ,阿哥哥,False
ㄚㄍㄨㄨㄥ,阿家翁,False
ㄚㄎㄜㄙㄨ,阿克蘇,False
ㄚㄔㄤㄗㄨ,阿昌族,False
ㄚㄕㄚㄌㄧ,阿莎力,False
ㄚㄕㄜㄌㄧ,阿闍梨,False
ㄚㄙㄢㄍㄜ,阿三哥,False
ㄜㄅㄚㄙㄤ,阿巴桑,False
ㄜㄅㄧㄏㄜ,鄂畢河,False
ㄜㄅㄧㄥㄓ,惡病質,False
ㄜㄇㄟㄅㄢ,蛾眉班,False
ㄜㄇㄟㄉㄡ,蛾眉豆,False
ㄜㄇㄟㄕㄢ,峨嵋山,False
ㄜㄇㄟㄩㄝ,蛾眉月,False
ㄜㄇㄠㄅㄟ,鵝毛被,False
ㄜㄇㄠㄕㄢ,鵝毛扇,False
ㄜㄈㄥㄕㄚ,額風痧,False
ㄜㄌㄨㄢㄕ,鵝卵石,False
ㄜㄏㄣㄏㄣ,惡狠狠,False
ㄜㄒㄧㄤㄧ,鵝項椅,False
ㄜㄓㄤㄈㄥ,鵝掌風,False
ㄜㄓㄤㄘㄠ,鵝掌草,False
ㄜㄕㄒㄩㄝ,阿是穴,False
ㄜㄗㄐㄧㄢ,蚵仔煎,False
ㄜㄧㄈㄟㄕ,惡衣菲食,False
ㄜㄧㄌㄧㄕ,惡衣糲食,False
ㄜㄧㄕㄨㄕ,惡衣蔬食,False
ㄜㄧㄢㄜㄩ,惡言惡語,False
ㄜㄩㄣㄕㄜ,遏雲社,False
ㄞㄅㄚㄨㄦ,愛巴物兒,False
ㄞㄆㄚㄆㄚ,矮趴趴,False
ㄞㄇㄧㄢㄗ,愛面子,False
ㄞㄉㄠㄉㄜ,挨刀的,False
ㄞㄋㄞㄑㄩ,欸乃曲,False
ㄞㄌㄨㄛㄙ,愛羅斯,False
ㄞㄍㄨㄣㄗ,挨棍子,False
ㄞㄐㄧㄌㄧ,埃及曆,False
ㄞㄖㄣㄗㄨ,矮人族,False
ㄞㄗㄅㄧㄥ,愛滋病,False
ㄞㄘㄨㄛㄗ,矮矬子,False
ㄞㄧㄠㄧㄠ,噯喲喲,False
ㄞㄨㄐㄧㄨ,愛屋及烏,False
ㄞㄨㄛㄨㄛ,艾窩窩,False
ㄞㄩㄉㄨㄥ,愛玉凍,False
ㄠㄅㄨㄉㄥ,拗不登,False
ㄠㄅㄨㄓㄨ,熬不住,False
ㄠㄉㄜㄙㄞ,奧德賽,False
ㄠㄊㄠㄐㄧ,奧陶紀,False
ㄠㄋㄧㄧㄕ,傲睨一世,False
ㄠㄎㄡㄈㄥ,拗口風,False
ㄠㄓㄡㄜㄩ,澳洲鱷魚,False
ㄠㄔㄨㄊㄡ,熬出頭,False
ㄠㄕㄨㄤㄓ,傲霜枝,False
ㄠㄦㄌㄧㄤ,奧爾良,False
ㄡㄅㄚㄙㄤ,歐巴桑,False
ㄡㄆㄟㄎㄜ,歐佩克,False
ㄡㄊㄧㄇㄨ,偶蹄目,False
ㄡㄌㄧㄥㄦ,藕零兒,False
ㄡㄏㄢㄕㄨ,偶函數,False
ㄡㄐㄧㄙㄤ,歐吉桑,False
ㄡㄒㄧㄖㄣ,偶戲人,False
ㄡㄕㄍㄨㄢ,歐氏管,False
ㄡㄧㄤㄕㄥ,歐陽生,False
ㄡㄧㄨㄟㄓ,偶一為之,False
ㄢㄆㄟㄐㄧ,安培計,False
ㄢㄇㄛㄑㄧ,按摩器,False
ㄢㄇㄛㄨㄚ,按摩襪,False
ㄢㄈㄢㄧㄥ,暗反應,False
ㄢㄉㄧㄥㄗ,安釘子,False
ㄢㄉㄧㄥㄧ,安定翼,False
ㄢㄉㄨㄥㄕ,安東市,False
ㄢㄊㄞㄈㄨ,安胎符,False
ㄢㄊㄞㄧㄠ,安胎藥,False
ㄢㄊㄡㄐㄩ,案頭劇,False
ㄢㄊㄡㄕㄨ,案頭書,False
ㄢㄌㄜㄨㄛ,安樂窩,False
ㄢㄌㄠㄩㄢ,安老院,False
ㄢㄌㄨㄕㄢ,安祿山,False
ㄢㄍㄜㄌㄚ,安哥拉,False
ㄢㄍㄨㄥㄗ,安公子,False
ㄢㄏㄨㄚㄦ,暗花兒,False
ㄢㄐㄧㄈㄤ,安濟坊,False
ㄢㄑㄧㄕㄥ,安期生,False
ㄢㄕㄌㄧㄡ,安石榴,False
ㄢㄕㄜㄋㄚ,安闍那,False
ㄢㄕㄢㄧㄢ,安山岩,False
ㄢㄖㄢㄨㄕ,安然無事,False
ㄢㄧㄤㄏㄜ,安陽河,False
ㄦㄅㄚㄉㄠ,二把刀,False
ㄦㄅㄠㄕㄣ,耳報神,False
ㄦㄅㄨㄌㄥ,二不愣,False
ㄦㄆㄤㄈㄥ,耳旁風,False
ㄦㄇㄨㄓㄩ,耳目之欲,False
ㄦㄈㄣㄈㄚ,二分法,False
ㄦㄈㄨㄖㄣ,二夫人,False
ㄦㄉㄥㄈㄣ,二等分,False
ㄦㄉㄧㄓㄨ,二地主,False
ㄦㄉㄨㄇㄟ,二度梅,False
ㄦㄊㄞㄧㄝ,二太爺,False
ㄦㄊㄧㄢㄓ,二田制,False
ㄦㄋㄧㄤㄗ,二娘子,False
ㄦㄋㄩㄊㄞ,兒女態,False
ㄦㄋㄩㄓㄞ,兒女債,False
ㄦㄌㄤㄕㄣ,二郎神,False
ㄦㄌㄧㄡㄗ,二流子,False
ㄦㄍㄜㄉㄚ,二哥大,False
ㄦㄍㄤㄊㄤ,二缸湯,False
ㄦㄍㄨㄚㄗ,耳刮子,False
ㄦㄍㄨㄛㄗ,耳摑子,False
ㄦㄏㄨㄟㄗ,二會子,False
ㄦㄏㄨㄣㄗ,二混子,False
ㄦㄐㄧㄊㄧ,二極體,False
ㄦㄐㄧㄣㄓ,二進制,False
ㄦㄒㄧㄤㄕ,二項式,False
ㄦㄒㄧㄥㄗ,二性子,False
ㄦㄓㄨㄟㄗ,耳墜子,False
ㄦㄔㄣㄊㄤ,二陳湯,False
ㄦㄕㄓㄊㄢ,耳食之談,False
ㄦㄕㄓㄧㄢ,耳食之言,False
ㄦㄕㄓㄨㄣ,耳食之聞,False
ㄦㄕㄡㄧㄢ,二手煙,False
ㄦㄖㄣㄊㄞ,二人臺,False
ㄦㄘㄨㄖㄢ,二次汙染,False
ㄦㄙㄞㄌㄟ,二腮類,False
ㄧㄅㄚㄓㄠ,一把罩,False
ㄧㄅㄚㄓㄤ,一巴掌,False
ㄧㄅㄚㄕㄡ,一把手,False
ㄧㄅㄛㄊㄚ,衣缽塔,False
ㄧㄅㄞㄈㄣ,一百分,False
ㄧㄅㄢㄈㄚ,一般法,False
ㄧㄅㄢㄨㄦ,一般無二,False
ㄧㄅㄧㄍㄡ,一筆勾,False
ㄧㄅㄨㄅㄨ,一步步,False
ㄧㄅㄨㄈㄣ,一部分,False
ㄧㄅㄨㄑㄧ,一步棋,False
ㄧㄆㄡㄊㄨ,一抔土,False
ㄧㄆㄧㄍㄨ,一屁股,False
ㄧㄆㄧㄢㄕ,一片石,False
ㄧㄇㄚㄇㄨ,伊瑪目,False
ㄧㄇㄚㄔㄜ,驛馬車,False
ㄧㄇㄚㄧㄢ,一馬一鞍,False
ㄧㄇㄧㄣㄗ,一抿子,False
ㄧㄇㄨㄘㄠ,益母草,False
ㄧㄈㄟㄗㄨ,意飛族,False
ㄧㄈㄢㄓㄣ,一飯之恩,False
ㄧㄈㄥㄩㄙ,遺風餘思,False
ㄧㄉㄚㄅㄢ,一大半,False
ㄧㄉㄚㄗㄠ,一大早,False
ㄧㄉㄜㄓㄩ,一得之愚,False
ㄧㄉㄞㄓㄠ,衣帶詔,False
ㄧㄉㄠㄈㄥ,一道風,False
ㄧㄉㄠㄊㄤ,一道湯,False
ㄧㄉㄠㄔㄨ,一到處,False
ㄧㄉㄠㄙㄨ,胰島素,False
ㄧㄉㄠㄧㄢ,一道煙,False
ㄧㄉㄥㄉㄥ,屹蹬蹬,False
ㄧㄉㄧㄌㄧ,一遞裡,False
ㄧㄉㄧㄡㄦ,一丟兒,False
ㄧㄉㄨㄆㄧ,一肚皮,False
ㄧㄉㄨㄌㄨ,一嘟嚕,False
ㄧㄊㄞㄊㄞ,姨太太,False
ㄧㄊㄡㄖㄜ,一頭熱,False
ㄧㄊㄧㄥㄦ,一停兒,False
ㄧㄊㄨㄥㄓ,一統志,False
ㄧㄊㄨㄥㄕ,易通釋,False
ㄧㄋㄚㄊㄡ,一納頭,False
ㄧㄋㄞㄋㄞ,姨奶奶,False
ㄧㄋㄨㄥㄦ,一弄兒,False
ㄧㄌㄡㄧㄡ,一簍油,False
ㄧㄌㄢㄨㄧ,一覽無遺,False
ㄧㄌㄢㄨㄩ,一覽無餘,False
ㄧㄌㄤㄊㄤ,一浪淌,False
ㄧㄌㄧㄅㄨ,伊里布,False
ㄧㄌㄧㄇㄚ,伊犁馬,False
ㄧㄌㄧㄏㄜ,伊犁河,False
ㄧㄌㄧㄡㄗ,一溜子,False
ㄧㄌㄧㄡㄦ,一溜兒,False
ㄧㄌㄧㄥㄦ,一零兒,False
ㄧㄌㄧㄧㄙ,意裡意思,False
ㄧㄌㄨㄎㄨ,一路哭,False
ㄧㄌㄨㄖㄣ,一路人,False
ㄧㄍㄜㄗㄦ,一個子兒,False
ㄧㄍㄨㄌㄨ,一骨碌,False
ㄧㄍㄨㄥㄦ,一工兒,False
ㄧㄎㄡㄈㄢ,一口飯,False
ㄧㄎㄡㄑㄧ,一口氣,True
ㄧㄏㄜㄩㄢ,頤和園,False
ㄧㄏㄟㄗㄠ,一黑早,False
ㄧㄏㄨㄓㄧ,一狐之腋,False
ㄧㄏㄨㄟㄓ,議會制,False
ㄧㄏㄨㄟㄕ,一回事,False
ㄧㄏㄨㄟㄗ,一會子,False
ㄧㄐㄧㄓㄙ,一己之私,False
ㄧㄐㄧㄚㄗ,一家子,False
ㄧㄐㄧㄠㄓ,一腳指,False
ㄧㄐㄧㄢㄓ,夷堅志,False
ㄧㄐㄧㄢㄕ,醫檢師,False
ㄧㄐㄧㄥㄦ,一景兒,False
ㄧㄐㄩㄝㄢ,議決案,False
ㄧㄒㄧㄉㄧ,一席地,False
ㄧㄒㄧㄚㄗ,一下子,True
ㄧㄒㄧㄥㄗ,一星子,False
ㄧㄒㄧㄥㄘ,宜興瓷,False
ㄧㄒㄧㄥㄦ,一星兒,False
ㄧㄒㄩㄒㄧ,噫吁戲,False
ㄧㄓㄏㄨㄚ,一枝花,False
ㄧㄓㄑㄧㄕ,頤指氣使,False
ㄧㄓㄒㄧㄥ,一致性,False
ㄧㄓㄔㄨㄣ,一枝春,False
ㄧㄓㄚㄧㄢ,一眨眼,False
ㄧㄓㄜㄕㄡ,一磔手,False
ㄧㄓㄡㄕㄨ,逸周書,False
ㄧㄓㄡㄗㄠ,一週遭,False
ㄧㄓㄣㄈㄥ,一陣風,False
ㄧㄓㄤㄧㄕ,一張一弛,False
ㄧㄓㄨㄢㄩ,一轉語,False
ㄧㄔㄚㄋㄚ,一剎那,False
ㄧㄔㄚㄦㄨ,一差二誤,False
ㄧㄔㄢㄊㄧ,一闡提,False
ㄧㄕㄊㄧㄥ,議事廳,False
ㄧㄕㄌㄧㄡ,意識流,False
ㄧㄕㄐㄧㄝ,一世界,False
ㄧㄕㄐㄧㄢ,一時間,True
ㄧㄕㄓㄇㄡ,衣食之謀,False
ㄧㄕㄓㄉㄧ,一矢之地,False
ㄧㄕㄓㄐㄧ,一時之急,False
ㄧㄕㄓㄤㄞ,意識障礙,False
ㄧㄕㄖㄔㄥ,議事日程,False
ㄧㄕㄡㄇㄨ,翼手目,False
ㄧㄕㄡㄌㄟ,翼手類,False
ㄧㄕㄢㄕㄣ,一閃神,False
ㄧㄕㄥㄧㄕ,一生一世,False
ㄧㄕㄧㄎㄜ,一時一刻,False
ㄧㄕㄧㄓㄤ,一弛一張,False
ㄧㄕㄧㄗㄣ,刈蓍遺簪,False
ㄧㄕㄨㄐㄧ,藝術季,False
ㄧㄕㄨㄔㄥ,一事無成,True
ㄧㄕㄨㄣㄦ,一順兒,False
ㄧㄖㄐㄧㄚ,一日家,False
ㄧㄖㄓㄓㄤ,一日之長,False
ㄧㄖㄓㄔㄤ,一日之長,False
ㄧㄖㄓㄧㄚ,一日之雅,False
ㄧㄖㄢㄗㄩ,怡然自娛,False
ㄧㄖㄣㄅㄢ,一人班,False
ㄧㄖㄨㄐㄧ,義乳記,False
ㄧㄖㄨㄓㄤ,艾如張,False
ㄧㄗㄅㄨㄕ,一字不識,False
ㄧㄗㄒㄧㄥ,以字行,False
ㄧㄗㄠㄑㄧ,一早起,False
ㄧㄗㄧㄅㄢ,一字一板,False
ㄧㄗㄧㄌㄟ,一字一淚,False
ㄧㄗㄧㄓㄨ,一字一珠,False
ㄧㄙㄅㄢㄙ,一絲半絲,False
ㄧㄙㄓㄨㄧ,意思主義,False
ㄧㄙㄢㄗㄨ,夷三族,False
ㄧㄙㄧㄏㄠ,一絲一毫,False
ㄧㄙㄧㄕㄥ,一死一生,False
ㄧㄚㄅㄚㄦ,丫巴兒,False
ㄧㄚㄅㄧㄣ,鴉鬢,False
ㄧㄚㄆㄢㄖ,牙盤日,False
ㄧㄚㄆㄧㄠ,押票/鴨票,False
ㄧㄚㄆㄧㄢ,鴉片/雅片,False
ㄧㄚㄉㄢㄗ,鴉膽子,False
ㄧㄚㄉㄧㄠ,牙雕,False
ㄧㄚㄉㄧㄢ,押店,False
ㄧㄚㄉㄨㄟ,壓隊/押隊,False
ㄧㄚㄉㄨㄥ,亞東,False
ㄧㄚㄊㄧㄠ,壓條/鴨條,False
ㄧㄚㄊㄨㄟ,牙推/衙推,False
ㄧㄚㄊㄨㄥ,壓痛,False
ㄧㄚㄋㄧㄝ,牙櫱,False
ㄧㄚㄋㄩㄝ,雅謔,False
ㄧㄚㄌㄧㄢ,雅利安,False
ㄧㄚㄌㄧㄤ,雅量,False
ㄧㄚㄌㄧㄥ,啞鈴/砑綾,False
ㄧㄚㄌㄨㄢ,壓卵,False
ㄧㄚㄌㄨㄣ,牙輪,False
ㄧㄚㄍㄨㄚ,聐聒,False
ㄧㄚㄍㄨㄟ,押櫃,False
ㄧㄚㄍㄨㄢ,牙關/雅觀,True
ㄧㄚㄍㄨㄤ,砑光,False
ㄧㄚㄎㄨㄞ,牙儈,False
ㄧㄚㄎㄨㄢ,押款,False
ㄧㄚㄏㄨㄚ,壓花/牙花,False
ㄧㄚㄏㄨㄞ,雅懷,False
ㄧㄚㄏㄨㄟ,雅會/牙慧,False
ㄧㄚㄏㄨㄢ,丫鬟/鴉鬟,False
ㄧㄚㄏㄨㄤ,鴨黃/鴉黃,False
ㄧㄚㄐㄧㄚ,牙家/壓價,False
ㄧㄚㄐㄧㄝ,押解/雅潔,False
ㄧㄚㄐㄧㄠ,鴨腳/亞膠,False
ㄧㄚㄐㄧㄡ,壓酒/啞酒,False
ㄧㄚㄐㄧㄢ,雅健,False
ㄧㄚㄐㄧㄣ,押金,False
ㄧㄚㄐㄧㄤ,牙將,False
ㄧㄚㄐㄧㄥ,壓境/壓驚,False
ㄧㄚㄐㄩㄝ,壓覺,False
ㄧㄚㄐㄩㄢ,壓卷,False
ㄧㄚㄐㄩㄣ,亞軍,False
ㄧㄚㄑㄧㄠ,牙橋,False
ㄧㄚㄑㄧㄢ,牙籤,True
ㄧㄚㄑㄧㄤ,壓強,False
ㄧㄚㄑㄧㄥ,壓青/鴉青,False
ㄧㄚㄒㄧㄢ,壓線/牙線,False
ㄧㄚㄒㄧㄣ,鴨信,False
ㄧㄚㄒㄧㄥ,雅興,False
ㄧㄚㄒㄩㄝ,啞穴,False
ㄧㄚㄒㄩㄣ,雅馴,False
ㄧㄚㄓㄘㄠ,鴨跖草,False
ㄧㄚㄓㄡㄗ,壓軸子,False
ㄧㄚㄓㄨㄚ,牙爪,False
ㄧㄚㄓㄨㄛ,壓桌,False
ㄧㄚㄓㄨㄥ,雅重,False
ㄧㄚㄔㄨㄟ,牙槌,False
ㄧㄚㄔㄨㄢ,押船,False
ㄧㄚㄔㄨㄤ,牙床/押床,False
ㄧㄚㄔㄨㄥ,牙蟲/蚜蟲,False
ㄧㄚㄕㄨㄚ,牙刷,False
ㄧㄚㄕㄨㄟ,牙稅,False
ㄧㄚㄖㄨㄥ,鴨絨,False
ㄧㄚㄗㄒㄧ,壓子息,False
ㄧㄚㄗㄓㄙ,睚眥之私,False
ㄧㄚㄗㄨㄛ,雅座,False
ㄧㄚㄗㄨㄢ,牙鑽,False
ㄧㄚㄙㄨㄛ,壓縮,False
ㄧㄚㄙㄨㄟ,壓歲/亞歲,False
ㄧㄚㄙㄨㄥ,押送/雅頌,False
ㄧㄚㄦㄌㄧ,鴨兒梨,False
ㄧㄚㄧㄉㄠ,壓衣刀,False
ㄧㄚㄧㄡㄓ,牙釉質,False
ㄧㄚㄧㄣㄗ,牙印子,False
ㄧㄝㄅㄧㄥ,葉柄,False
ㄧㄝㄆㄧㄠ,野莩,False
ㄧㄝㄆㄧㄢ,葉片,False
ㄧㄝㄇㄠㄗ,夜貓子,False
ㄧㄝㄇㄧㄥ,夜明,False
ㄧㄝㄉㄧㄠ,椰雕,False
ㄧㄝㄉㄧㄢ,野店/靨鈿,False
ㄧㄝㄉㄨㄗ,夜度資,False
ㄧㄝㄊㄧㄢ,業田,False
ㄧㄝㄊㄧㄥ,掖庭,False
ㄧㄝㄋㄧㄠ,野鳥,False
ㄧㄝㄋㄧㄡ,野牛,False
ㄧㄝㄋㄧㄤ,爺娘/爺孃,False
ㄧㄝㄌㄚㄕ,葉蠟石,False
ㄧㄝㄌㄧㄝ,野獵,False
ㄧㄝㄌㄧㄡ,野柳,False
ㄧㄝㄌㄧㄢ,冶煉,False
ㄧㄝㄌㄨㄕ,野廬氏,False
ㄧㄝㄌㄨㄗ,野路子,False
ㄧㄝㄌㄨㄣ,葉輪,False
ㄧㄝㄍㄨㄛ,業果/液果,False
ㄧㄝㄍㄨㄟ,業鬼/謁歸,False
ㄧㄝㄍㄨㄤ,夜光,False
ㄧㄝㄍㄨㄥ,夜工/冶工,False
ㄧㄝㄎㄨㄥ,夜空,False
ㄧㄝㄏㄞㄗ,野孩子,False
ㄧㄝㄏㄢㄗ,野漢子,False
ㄧㄝㄏㄨㄚ,野話/野花,False
ㄧㄝㄏㄨㄛ,野火/業火,False
ㄧㄝㄐㄧㄚ,鄴架,False
ㄧㄝㄐㄧㄝ,業界,False
