,Characters,Answer,Score
ㄊㄨㄏㄨㄛ,突火/吐火,FALSE,579013
ㄎㄠㄐㄩㄢ,考卷,FALSE,579007
ㄏㄞㄋㄧㄠ,害鳥,FALSE,578974
ㄑㄧㄠㄗㄜ,譙責,FALSE,578961
ㄍㄨㄚㄎㄜ,瓜科,FALSE,578909
ㄙㄨㄛㄇㄣ,鎖門,FALSE,578908
ㄎㄨㄟㄓㄤ,奎章,FALSE,578859
ㄜㄧㄈㄟㄕ,惡衣菲食,FALSE,578814
ㄓㄢㄐㄩㄝ,斬決,FALSE,578808
ㄎㄨㄛㄖㄣ,闊人,FALSE,578805
ㄖㄣㄗㄨㄟ,認罪,FALSE,578803
ㄗㄨㄥㄗㄜ,總則/宗澤,FALSE,578775
ㄐㄧㄝㄑㄧ,節氣/解氣,FALSE,578766
ㄏㄞㄉㄧㄙ,海地斯,FALSE,578754
ㄌㄧㄡㄍㄡ,遛狗,FALSE,578722
ㄘㄠㄏㄨㄚ,槽化,FALSE,578714
ㄋㄚㄍㄨㄞ,拿拐,FALSE,578709
ㄑㄩㄢㄅㄣ,全本,FALSE,578709
ㄑㄧㄤㄗㄜ,戕賊,FALSE,578671
ㄘㄢㄅㄧㄢ,慘變/殘編,FALSE,578649
ㄌㄧㄡㄎㄞ,柳開,FALSE,578635
ㄍㄨㄞㄨㄟ,乖違,FALSE,578629
ㄑㄧㄣㄓㄣ,衾枕,FALSE,578552.5
ㄏㄞㄔㄨㄤ,海床,FALSE,578528
ㄍㄨㄕㄨㄗ,賈豎子,FALSE,578515
ㄓㄗㄏㄨㄚ,梔子花,FALSE,578507
ㄐㄩㄝㄆㄧ,譎譬,FALSE,578496
ㄍㄨㄞㄆㄠ,拐跑,FALSE,578471
ㄘㄨㄙㄨㄥ,蹙竦,FALSE,578445
ㄧㄝㄆㄧㄢ,葉片,FALSE,578435
ㄔㄡㄊㄧㄗ,抽梯子,FALSE,578429
ㄇㄠㄅㄧㄗ,毛筆字,FALSE,578368
ㄆㄨㄌㄨㄣ,蒲輪,FALSE,578327
ㄓㄨㄕㄨㄟ,注水/貯水,FALSE,578318
ㄍㄨㄛㄉㄨ,過度/過渡,TRUE,578312
ㄧㄡㄔㄠㄕ,有巢氏,FALSE,578213
ㄋㄢㄇㄧㄢ,難免/南面,TRUE,578140
ㄊㄨㄣㄕㄨ,豚鼠,FALSE,578135
ㄕㄤㄒㄩㄣ,上旬,FALSE,578125
ㄉㄨㄛㄗㄜ,多則,FALSE,578112
ㄔㄤㄏㄨㄞ,暢懷/敞懷,FALSE,578083
ㄊㄞㄙㄨㄣ,太孫,FALSE,578073
ㄌㄧㄡㄌㄤ,流浪,FALSE,578071
ㄏㄞㄉㄨㄗ,害肚子,FALSE,578041
ㄈㄣㄙㄨㄛ,墳所,FALSE,578024
ㄨㄢㄔㄨㄤ,惋愴,FALSE,578001
ㄏㄨㄣㄕㄨ,鼲鼠,FALSE,578000
ㄏㄞㄙㄨㄣ,海損,FALSE,577938
ㄗㄠㄕㄨㄞ,早衰,FALSE,577932
ㄎㄜㄊㄧㄠ,科條,FALSE,577916
ㄈㄤㄩㄅㄨ,防雨布,FALSE,577881
ㄇㄧㄣㄩㄣ,民運,FALSE,577866.5
ㄌㄠㄧㄅㄚ,撈一把,FALSE,577799
ㄋㄧㄤㄊㄞ,娘胎,FALSE,577744
ㄇㄧㄢㄋㄧ,眄睨,FALSE,577742
ㄗㄨㄥㄈㄨ,從父/宗婦,FALSE,577726
ㄅㄞㄊㄨㄛ,擺脫/拜託,TRUE,577703
ㄙㄡㄏㄨㄚ,溲話,FALSE,577670
ㄅㄞㄏㄨㄛ,百貨/敗火,FALSE,577654
ㄌㄨㄙㄨㄣ,蘆筍,FALSE,577644
ㄐㄧㄡㄔㄡ,九疇,FALSE,577623
ㄐㄧㄦㄊㄜ,基爾特,FALSE,577614
ㄅㄨㄌㄨㄛ,部落/不落,FALSE,577601
ㄋㄧㄢㄇㄧ,碾米,FALSE,577595
ㄕㄜㄋㄧㄡ,麝牛,FALSE,577574
ㄔㄧㄎㄢㄦ,吃一看二,FALSE,577565
ㄩㄨㄣㄏㄨ,宇文護,FALSE,577525
ㄕㄡㄙㄨㄛ,收縮,FALSE,577519
ㄧㄠㄌㄧㄤ,藥量,FALSE,577518
ㄒㄧㄕㄕㄜ,西施舌,FALSE,577513
ㄊㄜㄏㄨㄟ,特惠,FALSE,577493
ㄍㄨㄤㄕㄨ,光束,FALSE,577484
ㄙㄨㄣㄏㄞ,損害,FALSE,577479
ㄇㄢㄔㄨㄢ,滿船,FALSE,577471
ㄙㄨㄌㄨㄣ,素論,FALSE,577414
ㄅㄧㄠㄅㄤ,標榜/標牓,TRUE,577375
ㄔㄨㄍㄨㄟ,出軌/櫥櫃,FALSE,577342
ㄉㄚㄩㄢㄕ,大掾史,FALSE,577339
ㄓㄥㄖㄨㄥ,整容/崢嶸,FALSE,577335
ㄩㄣㄊㄨㄣ,雲吞,TRUE,577327.5
ㄐㄧㄡㄇㄡ,蝤蛑,FALSE,577303
ㄉㄨㄛㄍㄨ,多故,FALSE,577298
ㄇㄨㄍㄨㄟ,木桂,FALSE,577294
ㄒㄩㄣㄕㄤ,巡商/循尚,FALSE,577294
ㄌㄨㄣㄘㄞ,掄材,FALSE,577292
ㄩㄣㄏㄨㄣ,允婚,FALSE,577278.5
ㄌㄠㄈㄟㄨ,老廢物,FALSE,577228
ㄍㄡㄐㄩㄣ,勾軍,FALSE,577192
ㄊㄨㄛㄨㄟ,脫位,FALSE,577189
ㄒㄩㄣㄕㄠ,巡哨,FALSE,577168
ㄇㄛㄋㄧㄤ,麼娘/末娘,FALSE,577167
ㄕㄣㄏㄨㄣ,神魂,FALSE,577152.5
ㄉㄞㄗㄨㄟ,待罪,FALSE,577139
ㄎㄞㄑㄧㄤ,開槍/開腔,FALSE,577131
ㄑㄩㄝㄌㄧ,確立/卻立,FALSE,577118
ㄅㄧㄢㄅㄢ,編班,FALSE,577097
ㄧㄡㄑㄩㄝ,憂闕,FALSE,577095
ㄐㄧㄠㄗㄠ,焦躁/噭噪,FALSE,577080.5
ㄕㄡㄌㄧㄡ,收留/瘦溜,FALSE,577075
ㄔㄧㄕㄓㄜ,赤衣使者,FALSE,577066
ㄏㄨㄛㄨㄟ,或謂,FALSE,577054
ㄆㄠㄒㄩㄢ,泡漩,FALSE,577038
ㄧㄤㄌㄧㄠ,養料,FALSE,577016
ㄎㄞㄑㄧㄠ,開竅,FALSE,577005
ㄗㄨㄛㄉㄜ,做得,FALSE,577004
ㄑㄩㄝㄏㄨ,確乎,FALSE,576983
ㄍㄨㄔㄨㄟ,鼓吹/鼓吹,FALSE,576975
ㄏㄨㄟㄨㄛ,迴斡,FALSE,576959
ㄘㄞㄌㄨㄣ,蔡倫,FALSE,576911
ㄑㄧㄣㄅㄣ,親本,FALSE,576907.5
ㄏㄨㄛㄆㄠ,火炮,FALSE,576896
ㄨㄚㄔㄨㄢ,襪船,FALSE,576895
ㄏㄨㄟㄎㄡ,回扣,FALSE,576886
ㄌㄢㄍㄡㄕ,攬狗屎,FALSE,576845
ㄓㄚㄗㄨㄟ,扎嘴,FALSE,576824
ㄉㄚㄉㄨㄩ,大肚魚,FALSE,576808
ㄊㄚㄋㄨㄛ,闒懦,FALSE,576800
ㄘㄨㄟㄘㄢ,摧殘/璀璨,FALSE,576775.5
ㄍㄨㄚㄍㄠ,掛告,FALSE,576773.5
ㄐㄧㄝㄅㄧ,結筆/櫛比,FALSE,576768
ㄙㄨㄟㄈㄣ,隨分,FALSE,576764
ㄗㄩㄢㄗㄧ,自怨自艾,FALSE,576719
ㄋㄢㄓㄨㄢ,南饌,FALSE,576695
ㄎㄨㄟㄊㄡ,盔頭/魁頭,FALSE,576688
ㄒㄧㄠㄋㄠ,小腦/囂鬧,FALSE,576676.5
ㄅㄨㄕㄨㄟ,不失為,FALSE,576661
ㄖㄣㄧㄥㄦ,人影兒,FALSE,576613
ㄇㄛㄔㄨㄤ,磨床/墨床,FALSE,576595
ㄗㄨㄟㄅㄚ,嘴巴,FALSE,576527
ㄗㄚㄐㄧㄚ,雜家/咱家,FALSE,576521.5
ㄋㄚㄒㄧㄚ,那下/拿下,FALSE,576512.5
ㄏㄨㄛㄓㄜ,或者/火者,TRUE,576455
ㄕㄠㄌㄧㄠ,紹繚,FALSE,576455
ㄅㄧㄝㄅㄣ,別本,FALSE,576454
ㄍㄨㄤㄌㄤ,桄榔,FALSE,576443
ㄓㄨㄛㄊㄜ,卓特,FALSE,576443
ㄨㄤㄖㄨㄥ,王融/王戎,FALSE,576432
ㄧㄧㄍㄜㄣ,以義割恩,FALSE,576423
ㄋㄠㄉㄨㄗ,鬧肚子,FALSE,576378
ㄎㄨㄤㄅㄟ,狂悖,FALSE,576362
ㄐㄧㄙㄆㄛ,既死魄,FALSE,576285
ㄋㄚㄏㄨㄛ,拿獲,FALSE,576268
ㄨㄤㄉㄨㄣ,王敦,FALSE,576267
ㄓㄡㄗㄨㄟ,周晬,FALSE,576224
ㄑㄧㄠㄎㄞ,敲開/撬開,FALSE,576221
ㄍㄢㄍㄨㄢ,感官/乾館,FALSE,576219.5
ㄋㄩㄏㄨㄛ,女禍,FALSE,576186
ㄑㄧㄗㄈㄚ,七字法,FALSE,576177
ㄐㄩㄢㄗㄡ,捲走,FALSE,576082
ㄏㄨㄤㄆㄛ,黃婆,FALSE,576075
ㄗㄨㄥㄔㄨ,縱出,FALSE,576047
ㄊㄧㄠㄊㄚ,佻達/跳蹋,FALSE,576033
ㄋㄧㄠㄈㄟ,尿肥,FALSE,576030
ㄇㄛㄙㄨㄣ,磨損,FALSE,576005
ㄔㄨㄟㄇㄠ,吹毛,FALSE,576002
ㄗㄧㄚㄏㄜ,子牙河,FALSE,575933
ㄔㄨㄥㄗㄨ,充足/重組,FALSE,575910
ㄆㄨㄕㄊㄡ,朴實頭,FALSE,575895
ㄗㄨㄗㄨㄥ,祖宗,FALSE,575880
ㄎㄨㄍㄨㄚ,苦瓜,FALSE,575870
ㄕㄨㄟㄘㄠ,水草/水槽,FALSE,575857
ㄘㄨㄟㄕㄠ,摧燒,FALSE,575848
ㄅㄠㄎㄨㄟ,抱愧,FALSE,575831
ㄌㄨㄛㄆㄚ,羅帕,FALSE,575809
ㄙㄨㄛㄊㄠ,索討,FALSE,575751
ㄗㄨㄥㄇㄨ,總目/從母,FALSE,575727
ㄅㄛㄏㄨㄞ,泊懷,FALSE,575698
ㄓㄨㄥㄙㄨ,中宿/衷素,FALSE,575653
ㄊㄡㄎㄨㄟ,頭盔/偷窺,FALSE,575643
ㄈㄟㄓㄨㄛ,菲酌,FALSE,575623
ㄓㄢㄑㄩㄣ,戰裙,FALSE,575585
ㄈㄟㄋㄧㄠ,飛鳥,FALSE,575530
ㄨㄤㄧㄡㄨ,忘憂物,FALSE,575521
ㄈㄤㄔㄨㄟ,紡錘,FALSE,575480
ㄉㄨㄛㄎㄞ,躲開,FALSE,575372
ㄉㄚㄉㄧㄝ,大爹/大耋,FALSE,575364
ㄙㄨㄥㄓㄨ,嵩祝/松竹,FALSE,575360
ㄑㄧㄝㄗㄟ,竊賊,FALSE,575270
ㄓㄞㄏㄨㄟ,齋會,FALSE,575263
ㄊㄧㄠㄊㄡ,挑頭/跳投,FALSE,575226
ㄌㄨㄛㄘㄠ,落草,FALSE,575221
ㄓㄣㄑㄧㄣ,珍禽,FALSE,575215.5
ㄎㄡㄏㄨㄟ,口惠,FALSE,575195
ㄅㄚㄗㄨㄟ,跋嘴,FALSE,575167
ㄇㄛㄐㄩㄢ,墨卷,FALSE,575162
ㄏㄞㄕㄚㄨ,海砂屋,FALSE,575144
ㄏㄨㄢㄙㄨ,還俗,FALSE,575141
ㄐㄩㄢㄊㄞ,鐫汰,FALSE,575136
ㄙㄨㄟㄔㄣ,隨趁,FALSE,575085
ㄆㄠㄊㄨㄛ,拋堶,FALSE,575072
ㄊㄨㄟㄅㄞ,頹敗,FALSE,575066
ㄆㄠㄏㄨㄛ,炮火/泡貨,FALSE,575023
ㄈㄚㄎㄨㄤ,發狂,TRUE,574971
ㄊㄨㄏㄨㄟ,土灰/圖繪,FALSE,574965
ㄓㄨㄍㄨㄞ,拄拐,FALSE,574939
ㄏㄨㄟㄅㄞ,灰白/回拜,FALSE,574931
ㄏㄨㄊㄨㄟ,護腿,FALSE,574879
ㄆㄧㄢㄖㄢ,翩然,FALSE,574852
ㄏㄜㄓㄨㄛ,何焯,FALSE,574782
ㄉㄡㄉㄧㄝ,鬥疊,FALSE,574764
ㄙㄨㄟㄕㄡ,隨手/歲收,TRUE,574751
ㄇㄨㄔㄨㄣ,莫春/暮春,FALSE,574724
ㄊㄠㄙㄨㄛ,套索,FALSE,574716
ㄆㄤㄊㄨㄛ,滂沱,FALSE,574696
ㄎㄨㄟㄖㄣ,饋人,FALSE,574662
ㄆㄧㄌㄧㄝ,丕烈/圮裂,FALSE,574647
ㄔㄜㄏㄨㄤ,扯謊,FALSE,574545
ㄌㄧㄥㄌㄧ,凌厲/伶俐,FALSE,574518
ㄙㄒㄧㄤㄕ,思想史,FALSE,574446
ㄘㄨㄥㄈㄥ,從風,FALSE,574442.5
ㄅㄞㄌㄨㄓ,白鹿紙,FALSE,574431
ㄌㄧㄡㄎㄜ,六科,FALSE,574371
ㄑㄧㄝㄐㄧ,切忌/切記,FALSE,574357
ㄊㄡㄊㄧㄠ,頭條/頭挑,TRUE,574342
ㄆㄢㄏㄨㄢ,般桓/判渙,FALSE,574314
ㄏㄜㄔㄨㄤ,河床,FALSE,574243
ㄏㄨㄞㄅㄟ,淮北,FALSE,574225
ㄊㄨㄟㄋㄚ,推拿,FALSE,574224
ㄖㄨㄥㄈㄨ,戎服/冗賦,FALSE,574193
ㄍㄨㄟㄉㄨ,規度/軌度,FALSE,574169
ㄅㄧㄠㄍㄠ,標高,FALSE,574155.5
ㄌㄧㄕㄡㄦ,立手兒,FALSE,574144
ㄓㄨㄟㄖㄡ,贅肉,FALSE,574126
ㄙㄠㄏㄨㄛ,騷貨,FALSE,574110
ㄕㄚㄍㄨㄚ,傻瓜,FALSE,574100.5
ㄏㄨㄟㄋㄚ,回納,FALSE,574089
ㄍㄞㄗㄨㄟ,改嘴,FALSE,574059
ㄆㄚㄌㄨㄛ,爬羅,FALSE,574023
ㄊㄢㄙㄨㄢ,碳酸,FALSE,574007
ㄊㄨㄣㄙㄜ,褪色,FALSE,573998
ㄈㄣㄙㄨㄟ,粉碎/分歲,FALSE,573976
ㄉㄨㄣㄈㄨ,蹲俯,FALSE,573944
ㄧㄤㄇㄧㄣ,殃民,FALSE,573885
ㄏㄢㄙㄨㄢ,寒酸/含酸,FALSE,573872
ㄎㄞㄅㄧㄠ,開標,FALSE,573828
ㄍㄜㄗㄨㄛ,隔座,FALSE,573822
ㄙㄨㄣㄇㄟ,蓀美,FALSE,573819
ㄨㄞㄙㄔㄢ,歪廝纏,FALSE,573774
ㄌㄨㄣㄌㄟ,倫類,FALSE,573768
ㄩㄕㄨㄈㄤ,御書房,FALSE,573755
ㄐㄧㄠㄖㄠ,攪擾/嬌嬈,FALSE,573696.5
ㄅㄞㄊㄨㄟ,敗退,FALSE,573655
ㄉㄧㄝㄉㄚ,跌打,FALSE,573639
ㄅㄞㄏㄨㄟ,拜會/百會,FALSE,573606
ㄙㄈㄣㄨㄟ,四分衛,FALSE,573582
ㄌㄠㄈㄨㄗ,老夫子,FALSE,573540
ㄗㄜㄍㄨㄛ,澤國,FALSE,573523
ㄧㄠㄕㄈㄛ,藥師佛,FALSE,573475
ㄕㄡㄙㄨㄟ,守歲,FALSE,573471
ㄙㄢㄏㄨㄢ,三桓,FALSE,573401
ㄍㄨㄤㄙㄜ,光色,FALSE,573347
ㄌㄚㄙㄨㄛ,拉索/拉鎖,FALSE,573340
ㄕㄨㄤㄎㄞ,爽塏/爽愷,FALSE,573335
ㄅㄨㄍㄨㄞ,不乖,FALSE,573282
ㄌㄟㄖㄨㄛ,羸弱,FALSE,573227
ㄏㄨㄤㄨㄞ,荒外,FALSE,573223
ㄔㄨㄤㄎㄡ,窗口/創口,FALSE,573221
ㄎㄠㄐㄧㄠ,考校/栲膠,FALSE,573208
ㄐㄩㄢㄈㄟ,倦飛/捐廢,FALSE,573132
ㄙㄚㄌㄨㄛ,灑落/撒落,FALSE,573110
ㄉㄚㄉㄨㄕ,大睹是,FALSE,573106
ㄈㄥㄋㄧㄥ,奉寧,FALSE,573011
ㄈㄥㄒㄩㄝ,風穴/鳳穴,FALSE,572980
ㄉㄧㄡㄑㄧ,丟棄,FALSE,572972
ㄗㄨㄛㄍㄜ,做格,FALSE,572910
ㄍㄠㄍㄨㄟ,高貴/搞鬼,FALSE,572880.5
ㄙㄨㄛㄨㄣ,瑣聞,FALSE,572878
ㄇㄟㄉㄨㄗ,沒肚子,FALSE,572873
ㄉㄜㄗㄨㄟ,得罪,FALSE,572854
ㄧㄣㄇㄧㄠ,陰廟/銀苗,FALSE,572845
ㄆㄧㄇㄧㄠ,披秒,FALSE,572812
ㄏㄜㄐㄩㄢ,禾絹,FALSE,572810
ㄩㄢㄗㄋㄥ,原子能,FALSE,572794
ㄧㄢㄕㄈㄢ,嚴世蕃,FALSE,572766
ㄘㄨㄥㄔㄥ,淙琤/琮琤,FALSE,572763.5
ㄘㄨㄙㄨㄢ,醋酸,FALSE,572731
ㄎㄜㄑㄧㄠ,可巧/刻峭,FALSE,572720
ㄅㄢㄉㄠㄕ,班導師,FALSE,572714
ㄓㄨㄛㄅㄞ,捉敗,FALSE,572694
ㄙㄜㄍㄨㄤ,色光,FALSE,572637
ㄈㄨㄨㄓㄥ,服務證,FALSE,572627
ㄘㄜㄌㄨㄣ,策論,FALSE,572626
ㄌㄨㄣㄏㄨ,輪互,FALSE,572620
ㄎㄡㄓㄨㄛ,口拙,FALSE,572619
ㄅㄞㄜㄒㄧ,白堊系,FALSE,572607
ㄓㄨㄊㄨㄛ,屬託/囑託,FALSE,572547
ㄔㄨㄥㄖㄨ,崇儒,FALSE,572526
ㄙㄡㄌㄨㄛ,搜羅/蒐羅,FALSE,572510
ㄍㄤㄍㄨㄟ,鋼軌/槓龜,FALSE,572504.5
ㄓㄨㄏㄨㄛ,燭火,FALSE,572498
ㄍㄨㄤㄌㄨ,廣陸,FALSE,572469
ㄅㄟㄏㄨㄞ,悲懷,FALSE,572463
ㄌㄞㄌㄧㄣ,來臨,TRUE,572408
ㄑㄩㄑㄧㄤ,趨蹌,FALSE,572399
ㄘㄠㄎㄨㄣ,曹錕,FALSE,572376
ㄔㄣㄙㄨㄟ,沉邃,FALSE,572300
ㄒㄩㄣㄌㄤ,蕈螂,FALSE,572279
ㄑㄩㄑㄧㄠ,取巧,FALSE,572273
ㄋㄚㄊㄨㄟ,拿腿,FALSE,572269
ㄕㄤㄎㄨㄞ,商儈,FALSE,572254
ㄑㄧㄣㄅㄧ,親筆,FALSE,572225
ㄋㄚㄏㄨㄟ,納賄,FALSE,572220
ㄖㄨㄥㄇㄨ,戎幕,FALSE,572194
ㄊㄨㄟㄙㄤ,頹喪,FALSE,572174
ㄙㄚㄕㄨㄟ,灑水,FALSE,572170
ㄒㄩㄣㄌㄠ,勛勞,FALSE,572153
ㄌㄧㄌㄧㄤ,力量/利亮,TRUE,572145
ㄎㄡㄔㄨㄤ,口瘡,FALSE,572080
ㄘㄚㄓㄨㄤ,擦撞,FALSE,572062
ㄙㄚㄇㄧㄩ,撒謎語,FALSE,572037
ㄏㄨㄤㄉㄤ,晃蕩,FALSE,572031
ㄇㄠㄧㄕㄤ,貿易商,FALSE,572020
ㄌㄧㄌㄧㄠ,理療,FALSE,572019
ㄔㄨㄏㄨㄤ,初篁,FALSE,572017
ㄑㄧㄠㄎㄜ,瞧科/樵客,FALSE,571957
ㄓㄨㄟㄏㄜ,綴合,FALSE,571957
ㄉㄨㄣㄇㄨ,敦睦,FALSE,571945
ㄇㄟㄐㄩㄢ,美眷,FALSE,571927
ㄅㄧㄝㄐㄧ,別集,FALSE,571906
ㄌㄧㄤㄧㄤ,兩樣,FALSE,571900
ㄗㄨㄛㄈㄤ,左方/作房,FALSE,571875
ㄍㄨㄥㄍㄨ,鞏固/公姑,TRUE,571869.5
ㄕㄨㄅㄨㄓ,殊不知,FALSE,571869
ㄖㄍㄨㄤㄩ,日光浴,FALSE,571862
ㄓㄨㄛㄋㄚ,捉拿,FALSE,571852
ㄊㄨㄔㄨㄤ,禿瘡,FALSE,571850
ㄅㄧㄣㄑㄧ,擯棄/賓器,FALSE,571772
ㄏㄨㄚㄔㄞ,花釵,FALSE,571749
ㄅㄠㄉㄨㄦ,爆肚兒,FALSE,571722
ㄏㄨㄔㄨㄤ,胡床/虎床,FALSE,571715
ㄋㄨㄛㄓㄚ,哪吒,FALSE,571695
ㄔㄨㄞㄊㄚ,踹踏/嘬嚃,FALSE,571693
ㄑㄧㄤㄎㄜ,嗆咳,FALSE,571667
ㄘㄨㄛㄕㄡ,搓手/措手,FALSE,571578
ㄙㄡㄕㄨㄟ,餿水,FALSE,571570
ㄨㄧㄨㄎㄠ,無依無靠,FALSE,571543
ㄆㄚㄑㄧㄝ,扒竊,FALSE,571538
ㄧㄅㄛㄊㄚ,衣缽塔,FALSE,571446
ㄆㄧㄣㄘㄡ,拼湊,FALSE,571417
ㄋㄥㄇㄧㄥ,能名,FALSE,571384
ㄉㄠㄕㄥㄓ,導生制,FALSE,571349
ㄍㄨㄗㄨㄛ,古作,FALSE,571294
ㄌㄧㄣㄓㄓ,麟之趾,FALSE,571276
ㄇㄥㄒㄩㄝ,蒙學,FALSE,571256
ㄆㄠㄒㄧㄠ,咆哮/咆哮,TRUE,571239
ㄉㄨㄟㄎㄞ,對開,FALSE,571229
ㄏㄨㄉㄨㄗ,護犢子,FALSE,571228
ㄧㄠㄉㄧㄝ,要絰,FALSE,571181
ㄏㄨㄞㄔㄡ,懷愁,FALSE,571180
ㄐㄩㄢㄇㄟ,娟美,FALSE,571133
ㄏㄨㄙㄨㄣ,壺飧/猢猻,FALSE,571125
ㄉㄨㄛㄎㄜ,多可,FALSE,571108
ㄌㄧㄝㄔㄜ,列車,TRUE,571107
ㄏㄨㄟㄏㄣ,悔恨/恚恨,FALSE,571095
ㄔㄜㄌㄧㄝ,坼裂,FALSE,571075
ㄘㄠㄑㄧㄝ,操切/草竊,FALSE,571069
ㄧㄢㄦㄩㄗ,言兒語子,FALSE,571062
ㄇㄞㄏㄨㄚ,賣花,FALSE,571050
ㄅㄞㄓㄨㄛ,白濁,FALSE,571030
ㄆㄠㄊㄨㄟ,跑腿,FALSE,571024
ㄆㄨㄍㄨㄤ,曝光/普光,FALSE,571022
ㄔㄨㄣㄉㄨ,純度/脣讀,FALSE,571020
ㄗㄨㄍㄨㄛ,祖國,FALSE,570995
ㄓㄜㄏㄨㄟ,者回/這回,FALSE,570978
ㄆㄠㄏㄨㄟ,炮灰,FALSE,570975
ㄈㄢㄒㄩㄝ,梵學,FALSE,570962
ㄅㄞㄋㄧㄠ,白鳥/百鳥,FALSE,570937
ㄅㄨㄊㄨㄛ,不托/不妥,FALSE,570890
ㄍㄨㄟㄗㄜ,規則/軌則,FALSE,570889
ㄍㄨㄣㄈㄨ,袞服,FALSE,570864
ㄑㄧㄚㄗㄜ,恰則,FALSE,570847
ㄅㄨㄏㄨㄛ,捕獲/不獲,FALSE,570841
ㄇㄣㄉㄨㄣ,門墩,FALSE,570834.5
ㄊㄨㄣㄏㄣ,吞恨,FALSE,570818.5
ㄏㄨㄣㄘㄞ,混猜/葷菜,FALSE,570773
ㄎㄞㄍㄨㄛ,開國,FALSE,570763
ㄕㄚㄒㄩㄣ,沙噀,FALSE,570741
ㄕㄨㄤㄕㄚ,雙殺,FALSE,570741
ㄇㄥㄔㄨㄥ,猛衝/蒙衝,FALSE,570715
ㄌㄧㄣㄌㄞ,林籟,FALSE,570712
ㄏㄨㄕㄣㄨ,護身物,FALSE,570704
ㄎㄨㄥㄈㄨ,空腹/孔鮒,FALSE,570681
ㄗㄠㄎㄨㄤ,躁狂,FALSE,570660
ㄩㄣㄓㄨㄣ,允准,FALSE,570654.5
ㄍㄨㄚㄆㄞ,掛牌/挂牌,FALSE,570627
ㄗㄡㄆㄧㄠ,走票,FALSE,570617
ㄖㄐㄧㄓㄤ,日記帳,FALSE,570614
ㄅㄛㄌㄧㄙ,玻璃絲,FALSE,570564
ㄏㄞㄋㄧㄡ,海牛,FALSE,570561
ㄘㄨㄣㄇㄛ,存沒,FALSE,570551
ㄉㄨㄖㄨㄛ,讀若,FALSE,570542
ㄌㄧㄣㄇㄣ,臨門,FALSE,570486.5
ㄐㄧㄚㄗㄚ,夾雜,TRUE,570443
ㄑㄩㄎㄨㄟ,渠魁,FALSE,570440
ㄩㄝㄖㄨㄛ,越若,FALSE,570428
ㄔㄨㄟㄈㄚ,垂髮,FALSE,570395
ㄌㄠㄅㄨㄙ,老不死,FALSE,570385
ㄔㄆㄧㄢㄕ,吃偏食,FALSE,570380
ㄉㄨㄗㄨㄟ,度晬/嘟嘴,FALSE,570326
ㄔㄨㄓㄅㄛ,楮知白,FALSE,570297
ㄒㄧㄡㄎㄡ,袖口/袖扣,FALSE,570291
ㄍㄨㄤㄘㄞ,光彩/光采,FALSE,570257
ㄓㄨㄥㄓㄥ,中正/中證,FALSE,570212.5
ㄗㄨㄛㄔㄤ,作場,FALSE,570196
ㄕㄡㄘㄨㄛ,受挫/收撮,FALSE,570183
ㄡㄐㄧㄙㄤ,歐吉桑,FALSE,570153
ㄏㄨㄣㄏㄟ,昏黑,FALSE,570149
ㄕㄡㄒㄩㄣ,受訓,FALSE,570141
ㄔㄨㄟㄨㄤ,吹網,FALSE,570098
ㄋㄧㄡㄗㄚ,牛雜,FALSE,570096
ㄎㄨㄟㄉㄞ,虧待,FALSE,570080
ㄉㄞㄎㄨㄟ,戴逵,FALSE,570043
ㄒㄧㄚㄋㄧ,狎暱/狎昵,FALSE,570003
ㄧㄝㄉㄧㄠ,椰雕,FALSE,569997
ㄕㄤㄑㄩㄢ,商圈,FALSE,569971
ㄆㄛㄌㄧㄝ,破裂,FALSE,569968
ㄗㄐㄧㄖㄣ,自己人,TRUE,569950
ㄕㄅㄛㄑㄧ,示波器,FALSE,569939
ㄕㄨㄤㄕㄡ,雙手,FALSE,569934
ㄏㄜㄕㄡㄨ,何首烏,FALSE,569912
ㄍㄨㄤㄊㄤ,光燙/光趟,FALSE,569902
ㄅㄞㄙㄨㄣ,敗損,FALSE,569901
ㄓㄨㄛㄙㄤ,斲喪,FALSE,569802
ㄈㄤㄗㄨㄛ,倣做/坊佐,FALSE,569799
ㄧㄤㄇㄠㄓ,羊毛脂,FALSE,569798
ㄒㄩㄢㄩㄣ,玄雲/眩暈,FALSE,569772.5
ㄧㄚㄌㄧㄤ,雅量,FALSE,569758
ㄌㄠㄘㄨㄟ,勞瘁,FALSE,569716
ㄓㄨㄤㄆㄛ,撞破,FALSE,569695
ㄉㄠㄉㄨㄟ,搗碓,FALSE,569654
ㄅㄧㄠㄅㄚ,標靶,FALSE,569643
ㄆㄞㄊㄧㄠ,排調,FALSE,569621
ㄘㄞㄍㄨㄤ,採光,FALSE,569606
ㄧㄉㄜㄓㄩ,一得之愚,FALSE,569602
ㄍㄨㄚㄕㄚ,刮痧,FALSE,569596
ㄎㄜㄅㄧㄠ,課表,FALSE,569543
ㄙㄨㄛㄓㄤ,所長,FALSE,569509
ㄅㄧㄠㄎㄜ,鑣客/鏢客,FALSE,569506
ㄗㄜㄍㄨㄟ,昃晷,FALSE,569475
ㄘㄨㄟㄈㄣ,翠氛,FALSE,569448
ㄕㄣㄕㄨㄛ,申說,FALSE,569437
